"Month","New York Central Park","Sante Fe"
"1967-05",12.9,13.2
"1967-06",22.7,17.6
"1967-07",24.1,20.9
"1967-08",23.3,17.8
"1967-09",19.3,15.2
"1967-10",14,11.2
"1967-11",5.8,5.4
"1967-12",3.4,-3.3
"1968-01",-2.9,-1.1
"1968-02",-1.7,2.2
"1968-03",6.3,4.4
"1968-04",12.8,6.8
"1968-05",15.3,12.4
"1968-06",20.9,19.3
"1968-07",25.2,19.7
"1968-08",24.4,17.7
"1968-09",21.4,15.2
"1968-10",15.8,11.4
"1968-11",8.3,3.7
"1968-12",1.3,-2.4
"1969-01",-0.1,1.2
"1969-02",0.3,0.7
"1969-03",4.5,1.2
"1969-04",13.3,9.9
"1969-05",18.5,14.2
"1969-06",22.8,17.8
"1969-07",23.8,22
"1969-08",25.2,21.2
"1969-09",20.6,16.4
"1969-10",14.3,9.3
"1969-11",8,3.2
"1969-12",0.8,0.7
"1970-01",-3.8,-1.7
"1970-02",0.6,2.7
"1970-03",3.7,2.4
"1970-04",11.2,6.9
"1970-05",17.8,14.6
"1970-06",21.6,17.4
"1970-07",25.1,21.1
"1970-08",25.3,20.3
"1970-09",21.6,15.6
"1970-10",14.9,7.6
"1970-11",9.2,4.1
"1970-12",1.3,0.7
"1971-01",-2.8,-1.2
"1971-02",1.7,0.2
"1971-03",4.5,4.7
"1971-04",10.4,7.8
"1971-05",16.3,13
"1971-06",23.4,18.9
"1971-07",25.4,20.7
"1971-08",24.4,18.4
"1971-09",22,15.6
"1971-10",17.1,10.5
"1971-11",7.3,3.7
"1971-12",4.9,-2.7
"1972-01",1.7,-0.9
"1972-02",-0.3,2.2
"1972-03",4.3,3.5
"1972-04",10.1,9.8
"1972-05",17.4,14.2
"1972-06",19.9,18.9
"1972-07",25.1,21.6
"1972-08",24.2,19.6
"1972-09",20.8,16
"1972-10",11.9,11.4
"1972-11",6.9,0.7
"1972-12",3.6,-1.7
"1973-01",1.9,-2.7
"1973-02",0.3,0.1
"1973-03",8,2.8
"1973-04",11.9,8
"1973-05",15.3,12.7
"1973-06",23,17.8
"1973-07",25.2,20.6
"1973-08",25.3,20.4
"1973-09",20.8,15.5
"1973-10",15.7,11.2
"1973-11",9.1,5.5
"1973-12",3.9,-0.2
"1974-01",1.8,-2.7
"1974-02",-0.2,-0.9
"1974-03",5.6,7.1
"1974-04",12.9,7.7
"1974-05",16.1,16.7
"1974-06",20.6,20.6
"1974-07",25.1,21
"1974-08",24.7,18.7
"1974-09",19.3,15
"1974-10",12.3,11.1
"1974-11",9,3.7
"1974-12",4.1,-2.8
"1975-01",2.9,-3.6
"1975-02",2.1,-0.6
"1975-03",4.6,3.9
"1975-04",8.8,5.8
"1975-05",18.8,12.2
"1975-06",21.4,18.4
"1975-07",24.3,17.4
"1975-08",23.6,19.8
"1975-09",17.9,14.6
"1975-10",15.1,10.7
"1975-11",11.3,5.1
"1975-12",2.2,0.2
"1976-01",-2.6,-1.3
"1976-02",4.4,3.8
"1976-03",6.9,4.1
"1976-04",12.8,9.3
"1976-05",15.7,13.4
"1976-06",22.9,19.1
"1976-07",23.8,20.7
"1976-08",23.5,19.6
"1976-09",19.2,16.3
"1976-10",11.6,8.4
"1976-11",5.4,3.1
"1976-12",-1.2,-1.8
"1977-01",-5.5,-3.6
"1977-02",0.8,1.3
"1977-03",8.2,2.8
"1977-04",12.1,9.3
"1977-05",18.3,14
"1977-06",21.2,20.7
"1977-07",26.1,21.7
"1977-08",24.3,21.7
"1977-09",20.1,17.6
"1977-10",12.7,12.6
"1977-11",8.5,5.7
"1977-12",2.1,-0.1
"1978-01",-2.2,
"1978-02",-2.7,
"1978-03",3.9,
"1978-04",10.9,
"1978-05",16.4,
"1978-06",21.8,
"1978-07",23.6,
"1978-08",24.4,
"1978-09",18.3,
"1978-10",12.7,
"1978-11",8.8,
"1978-12",3.8,
"1979-01",0.9,
"1979-02",-3.6,
"1979-03",8.3,
"1979-04",11.4,
"1979-05",18.5,
"1979-06",20.7,
"1979-07",24.9,
"1979-08",24.9,
"1979-09",21.4,
"1979-10",14.1,
"1979-11",11.4,
"1979-12",5.1,
"1980-01",0.9,
"1980-02",-0.3,
"1980-03",5.1,
"1980-04",12.5,
"1980-05",18.7,
"1980-06",21.3,
"1980-07",26.3,
"1980-08",26.8,
"1980-09",21.6,
"1980-10",12.9,
"1980-11",7,
"1980-12",0.3,
"1981-01",-3.2,
"1981-02",4.1,
"1981-03",5.7,
"1981-04",13.4,
"1981-05",18.2,
"1981-06",22.8,
"1981-07",25.8,
"1981-08",24.4,
"1981-09",19.8,
"1981-10",12.4,
"1981-11",8.7,
"1981-12",2.5,
"1982-01",-3.3,
"1982-02",1.8,
"1982-03",5.6,
"1982-04",10.7,
"1982-05",17.8,
"1982-06",20.3,
"1982-07",25.5,
"1982-08",22.9,
"1982-09",20.2,
"1982-10",14.7,
"1982-11",10.2,
"1982-12",6,
"1983-01",1.4,
"1983-02",2.4,
"1983-03",6.7,
"1983-04",11.3,
"1983-05",15.7,
"1983-06",23,
"1983-07",26.4,
"1983-08",25.4,
"1983-09",22.1,
"1983-10",14.4,
"1983-11",9.4,
"1983-12",1.8,
"1984-01",-1.2,
"1984-02",4.8,
"1984-03",2.6,
"1984-04",11.1,
"1984-05",16.4,
"1984-06",23.6,
"1984-07",23.7,
"1984-08",24.8,
"1984-09",18.8,
"1984-10",16.6,
"1984-11",8.5,
"1984-12",6.6,
"1985-01",-1.8,
"1985-02",2.6,
"1985-03",7.7,
"1985-04",13.1,
"1985-05",18.5,
"1985-06",20.3,
"1985-07",24.6,
"1985-08",24.1,
"1985-09",21.4,
"1985-10",15.3,
"1985-11",10,
"1985-12",1.2,
"1986-01",1.2,
"1986-02",0,
"1986-03",7.3,
"1986-04",12.5,
"1986-05",18.9,
"1986-06",22,
"1986-07",24.4,
"1986-08",22.8,
"1986-09",19.9,
"1986-10",14.4,
"1986-11",7.6,
"1986-12",3.9,
"1987-01",0.2,
"1987-02",0.7,
"1987-03",7.3,
"1987-04",11.9,
"1987-05",17.6,
"1987-06",22.7,
"1987-07",25.6,
"1987-08",23.4,
"1987-09",19.8,
"1987-10",12.1,
"1987-11",8.7,
"1987-12",4.2,

Long-Term Monthly Temperature (selected stations)

